Código IBGE,Município,UF,Operadora,Tecnologia,% área coberta,% moradores cobertos,% domicílios cobertos,Área km2,Moradores,Domicílios,Tipo de compromisso,Compromisso,Origem compromisso,Operadora com compromisso,Status compromisso,Prazo compromisso
2509008,Manaíra,PB,Todas,4G,"38,90","74,85","76,16","352,5702419",10755,2929,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido com atraso,30/04/2016
2509008,Manaíra,PB,Todas,4G,"38,90","74,85","76,16","352,5702419",10755,2929,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509057,Marcação,PB,Todas,4G,"98,08","99,46","99,39","122,8958143",7597,2040,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido com atraso,30/04/2010
2509057,Marcação,PB,Todas,4G,"98,08","99,46","99,39","122,8958143",7597,2040,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2015
2509057,Marcação,PB,Todas,4G,"98,08","99,46","99,39","122,8958143",7597,2040,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509107,Mari,PB,Todas,4G,"89,09","96,13","96,27","154,8213236",21135,6322,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido com atraso,30/04/2013
2509107,Mari,PB,Todas,4G,"89,09","96,13","96,27","154,8213236",21135,6322,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509156,Marizópolis,PB,Todas,4G,"94,18","99,49","99,54","63,61037739",6173,1754,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2509156,Marizópolis,PB,Todas,4G,"94,18","99,49","99,54","63,61037739",6173,1754,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2509156,Marizópolis,PB,Todas,4G,"94,18","99,49","99,54","63,61037739",6173,1754,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509206,Massaranduba,PB,Todas,4G,"99,80","99,81","99,83","205,957382",12894,3772,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2509206,Massaranduba,PB,Todas,4G,"99,80","99,81","99,83","205,957382",12894,3772,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509305,Mataraca,PB,Todas,4G,"74,00","89,48","89,28","184,2992157",7367,1956,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2009
2509305,Mataraca,PB,Todas,4G,"74,00","89,48","89,28","184,2992157",7367,1956,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2016
2509305,Mataraca,PB,Todas,4G,"74,00","89,48","89,28","184,2992157",7367,1956,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2509305,Mataraca,PB,Todas,4G,"74,00","89,48","89,28","184,2992157",7367,1956,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509339,Matinhas,PB,Todas,4G,"98,94","99,40","99,46","38,12351422",4321,1136,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2509339,Matinhas,PB,Todas,4G,"98,94","99,40","99,46","38,12351422",4321,1136,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2509339,Matinhas,PB,Todas,4G,"98,94","99,40","99,46","38,12351422",4321,1136,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509370,Mato Grosso,PB,Todas,4G,"100,00","100,00","100,00","83,5221138",2699,719,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2509370,Mato Grosso,PB,Todas,4G,"100,00","100,00","100,00","83,5221138",2699,719,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2509370,Mato Grosso,PB,Todas,4G,"100,00","100,00","100,00","83,5221138",2699,719,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509396,Maturéia,PB,Todas,4G,"84,97","94,28","94,82","83,68705105",5928,1674,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido com atraso,30/04/2016
2509396,Maturéia,PB,Todas,4G,"84,97","94,28","94,82","83,68705105",5928,1674,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509404,Mogeiro,PB,Todas,4G,"88,53","93,38","93,80","193,9439636",12490,3617,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2015
2509404,Mogeiro,PB,Todas,4G,"88,53","93,38","93,80","193,9439636",12490,3617,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509503,Montadas,PB,Todas,4G,"100,00","100,00","100,00","31,58775916",4969,1445,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2509503,Montadas,PB,Todas,4G,"100,00","100,00","100,00","31,58775916",4969,1445,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2016
2509503,Montadas,PB,Todas,4G,"100,00","100,00","100,00","31,58775916",4969,1445,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2509503,Montadas,PB,Todas,4G,"100,00","100,00","100,00","31,58775916",4969,1445,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509602,Monte Horebe,PB,Todas,4G,"74,71","89,59","90,56","116,1731966",4497,1307,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido com atraso,30/04/2010
2509602,Monte Horebe,PB,Todas,4G,"74,71","89,59","90,56","116,1731966",4497,1307,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2509602,Monte Horebe,PB,Todas,4G,"74,71","89,59","90,56","116,1731966",4497,1307,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2013
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Oi,Atendido no prazo,N/A
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Claro,Atendido no prazo,N/A
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Claro,A vencer,31/07/2029
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Telefônica,A vencer,31/07/2029
2509701,Monteiro,PB,Todas,4G,"23,07","74,15","75,26","986,3580122",30757,9760,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Tim,A vencer,31/07/2029
2509800,Mulungu,PB,Todas,4G,"58,86","71,80","72,80","195,3138144",9458,2746,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2009
2509800,Mulungu,PB,Todas,4G,"58,86","71,80","72,80","195,3138144",9458,2746,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2015
2509800,Mulungu,PB,Todas,4G,"58,86","71,80","72,80","195,3138144",9458,2746,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2509800,Mulungu,PB,Todas,4G,"58,86","71,80","72,80","195,3138144",9458,2746,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2509909,Natuba,PB,Todas,4G,"61,92","73,86","74,90","205,0420102",10565,2849,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2509909,Natuba,PB,Todas,4G,"61,92","73,86","74,90","205,0420102",10565,2849,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2509909,Natuba,PB,Todas,4G,"61,92","73,86","74,90","205,0420102",10565,2849,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2509909,Natuba,PB,Todas,4G,"61,92","73,86","74,90","205,0420102",10565,2849,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510006,Nazarezinho,PB,Todas,4G,"65,88","79,26","79,41","191,4866415",7277,2110,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2510006,Nazarezinho,PB,Todas,4G,"65,88","79,26","79,41","191,4866415",7277,2110,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2510006,Nazarezinho,PB,Todas,4G,"65,88","79,26","79,41","191,4866415",7277,2110,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2510006,Nazarezinho,PB,Todas,4G,"65,88","79,26","79,41","191,4866415",7277,2110,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510105,Nova Floresta,PB,Todas,4G,"92,57","99,55","99,57","47,37457514",10506,3165,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido com atraso,30/04/2013
2510105,Nova Floresta,PB,Todas,4G,"92,57","99,55","99,57","47,37457514",10506,3165,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2009
2510105,Nova Floresta,PB,Todas,4G,"92,57","99,55","99,57","47,37457514",10506,3165,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510204,Nova Olinda,PB,Todas,4G,"87,40","97,03","97,44","84,2529726",6056,1676,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2510204,Nova Olinda,PB,Todas,4G,"87,40","97,03","97,44","84,2529726",6056,1676,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2510204,Nova Olinda,PB,Todas,4G,"87,40","97,03","97,44","84,2529726",6056,1676,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510303,Nova Palmeira,PB,Todas,4G,"55,39","81,69","82,71","310,3526243",4355,1310,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2510303,Nova Palmeira,PB,Todas,4G,"55,39","81,69","82,71","310,3526243",4355,1310,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2510303,Nova Palmeira,PB,Todas,4G,"55,39","81,69","82,71","310,3526243",4355,1310,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2510303,Nova Palmeira,PB,Todas,4G,"55,39","81,69","82,71","310,3526243",4355,1310,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510402,Olho d'Água,PB,Todas,4G,"31,72","64,88","67,44","596,1300886",6903,1858,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2510402,Olho d'Água,PB,Todas,4G,"31,72","64,88","67,44","596,1300886",6903,1858,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2510402,Olho d'Água,PB,Todas,4G,"31,72","64,88","67,44","596,1300886",6903,1858,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510501,Olivedos,PB,Todas,4G,"66,60","83,74","83,90","317,9173216",3623,1059,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido com atraso,30/04/2010
2510501,Olivedos,PB,Todas,4G,"66,60","83,74","83,90","317,9173216",3623,1059,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Claro,Atendido no prazo,N/A
2510501,Olivedos,PB,Todas,4G,"66,60","83,74","83,90","317,9173216",3623,1059,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510600,Ouro Velho,PB,Todas,4G,"98,13","99,21","99,24","129,399641",2926,941,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2510600,Ouro Velho,PB,Todas,4G,"98,13","99,21","99,24","129,399641",2926,941,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2510600,Ouro Velho,PB,Todas,4G,"98,13","99,21","99,24","129,399641",2926,941,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510659,Parari,PB,Todas,4G,"83,93","89,87","90,57","128,4839888",1256,402,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2510659,Parari,PB,Todas,4G,"83,93","89,87","90,57","128,4839888",1256,402,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2510659,Parari,PB,Todas,4G,"83,93","89,87","90,57","128,4839888",1256,402,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510709,Passagem,PB,Todas,4G,"80,55","97,06","97,01","111,8759678",2230,672,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2010
2510709,Passagem,PB,Todas,4G,"80,55","97,06","97,01","111,8759678",2230,672,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido com atraso,N/A
2510709,Passagem,PB,Todas,4G,"80,55","97,06","97,01","111,8759678",2230,672,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2013
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2013
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Claro,Atendido no prazo,N/A
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Oi,Atendido no prazo,N/A
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Claro,A vencer,31/07/2027
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Telefônica,A vencer,31/07/2027
2510808,Patos,PB,Todas,4G,"55,27","97,74","97,84","473,0547055",100222,28869,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Tim,A vencer,31/07/2027
2510907,Paulista,PB,Todas,4G,"46,42","68,06","69,27","576,8960311",11727,3294,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2014
2510907,Paulista,PB,Todas,4G,"46,42","68,06","69,27","576,8960311",11727,3294,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2511004,Pedra Branca,PB,Todas,4G,"82,36","94,69","95,10","112,9327438",3717,992,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2511004,Pedra Branca,PB,Todas,4G,"82,36","94,69","95,10","112,9327438",3717,992,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2511004,Pedra Branca,PB,Todas,4G,"82,36","94,69","95,10","112,9327438",3717,992,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
